Soot_dia,Interp_psds
2.801218666667,2368267301.5835743
3.463145333333,155829681.72028047
4.316847333333,365358926.9839335
5.382750333333,5412778170.211193
6.713855666667,9537711333.334002
8.376489666667,15832689696.970911
10.45364666667,19035257435.90154
13.04917,21913842777.77778
16.29302666667,19237693333.327896
20.28754,14912460000.0
25.34768,8425948799.999999
31.67643,3434440937.500001
39.59304,510733476.9230765
49.49739,44748163.74999998
