Group_1,Group_2,Group_3,Group_4,Group_5,Group_6,Group_7,Group_8,Group_9,Group_10,Group_11,Group_12,Group_13,Group_14,Group_15,Group_16,Group_17,Group_18,Group_19,Group_20,Group_21,Group_22,Group_23,Group_24,Group_25
72926293741525.98,22163371219717.184,12666990469344.38,9822250608157.197,356658337505.4509,22156167344.41138,9763028840.399378,10507605526.540968,14440891242.20662,23427326806.621002,36150467958.59357,40198697889.915344,33222376815.05896,24406103135.500168,14567214942.780254,6671443861.915286,2165466465.080325,484702721.7706062,80477089.49606149,8076990.1417492945,479486.64381692174,17948.993740423506,449.7678131903287,7.88072371269429,0.09657550885975182
77970544489305.75,23684971480106.637,13421978793141.137,10333885222391.277,461066132590.2254,18892553282.626484,13358977825.08975,29760599928.674915,50071211539.50665,63063917468.98009,60769247983.05393,45448292545.69477,29302454905.093143,17176363920.62721,8302508187.509556,3302563584.2468534,1106875518.8763509,333025633.1273131,85698751.52183753,14824542.524367047,1779124.5631285433,150907.86020275776,8606.571737470176,303.16631661541874,6.020062525292872
77711048819480.08,23608149346567.66,13394867907543.518,10266438350717.627,511872054224.1164,22658086791.88604,12260181364.084782,29672865825.42906,54233724226.41864,74391766892.42162,78765173682.44681,61188061714.14919,36500875908.59236,18102160743.52757,7650008193.847794,2800387431.8460937,894341869.0615262,248499300.71449447,65481558.47529012,12513056.32860412,1735836.9335463499,183012.48980402233,14543.601698527,840.4260741224025,34.18068145833879
78804001038164.47,23941073944780.094,13540479872583.352,10421059908814.014,198984420795.0163,4089453470.8096514,4826604153.771715,5537944240.273553,6149566787.477062,6927970491.949509,7636967419.223442,7676793429.637307,7037860247.879186,6056258842.366965,4759448859.671952,4599947916.714495,3044219796.570151,1221592910.9452424,272062036.70149213,30664524.01677835,1691233.0343649888,46059.51956663737,622.9694907289858,4.226920626066681,0.014559784110748202
77526146147856.03,23547396664217.883,13354422817763.322,10294185848727.166,422841083882.0398,13143239679.09,6078407175.247621,16730061541.036749,33999720968.159706,50551336869.10222,56088471140.216805,44386146472.02906,27799799147.48477,16059456319.618082,8306163402.979244,3711364396.0926237,1402764484.6099608,470813053.24036574,127528398.77783361,23510629.104119517,3063424.2540940032,290530.34831235657,19464.25500320954,864.818647987692,23.649900949817052
72400007041279.27,21992577753104.137,12567084226448.682,9715086632322.324,222932477728.6381,2904854020.2772803,119813856.5125128,163310045.82279286,756799493.3691537,3275949691.7367396,12015660200.721598,24701820577.55518,25592684339.0673,16168992163.507942,8366976105.740525,4636905783.935262,2853024255.322896,1452215961.3197737,491380234.69342136,104348114.68589234,14108254.496965159,1294081.6748192366,85869.57775950905,4216.113190720758,147.58617004160638
78925354420157.34,23980926306518.46,13561125463029.27,10430440579600.047,258421798825.62747,11212677396.714401,2816760291.6237297,3896141213.5679893,7158689686.934778,12414985792.239336,17911018088.695984,20235427534.446392,18363986900.729908,14479498426.871534,9097165980.119198,4560138338.68058,1758319663.1109288,531855386.8475167,93272847.46794401,9332958.68927018,559646.87077416,21814.342623339853,579.8017420269908,10.476394957958076,0.12180550107764827
78541353220070.77,23853649761951.535,13496759084215.244,10381631335429.348,162753759223.1344,3316082191.1197925,155759874.04085907,136783860.93637463,347618073.9727418,900346764.5031744,2427025798.8294926,5155380437.293484,7919278927.76033,9215321158.265215,9972301736.482737,7136220483.778479,2785563800.108996,646903066.3270766,85660840.85299689,6052040.260450391,243374.3126436057,6174.577646695647,108.09605655832182,1.353337471090141,0.014303498143891636
78905017123325.25,23973152753292.902,13555475044746.805,10427566121497.688,208409169274.0988,2364259398.67126,72834330.21744429,62960177.44197376,140196429.35345027,347095923.226512,881857005.9672111,1820884332.8683672,2646488743.5340266,2987127805.698305,4685343178.863409,5040557942.909297,3329076435.8355665,1315354939.2651877,299872833.0919985,38033224.051494576,2722575.335481994,112208.72209158062,2569.959127052719,30.7595722090355,0.1836041207038181
78335672135788.98,23796105254897.977,13468830529151.832,10366099874915.564,230990402501.10165,5331504418.482861,549576299.1811297,1029164471.0995308,3449671179.4146113,9295853166.518635,17766095514.58226,22980475674.61371,21528474880.8985,16014474996.586527,9557833095.745447,4718535070.844757,1803341694.3696973,509850369.57951415,93543048.58712986,10234380.433536943,716890.7972414354,35567.88160529041,1328.368081306721,37.92768357397534,0.8090770904559792
70650867081021.52,21462725049794.75,12296353077040.777,9531801317719.156,142800752074.16486,1560980088.000554,56782488.253412545,54102670.23460734,242983892.23683882,1272616290.2642946,6648010750.224146,20733019577.76698,32220150985.51786,28503347019.58916,17008114191.492622,7727665086.241346,2857354040.136568,812730139.1199796,144020120.50821579,16274002.511641312,1273201.417882999,75715.69422950406,3611.1257791791586,141.5211831731304,4.537941804860299
78918882127120.78,23979322102590.164,13560093750776.799,10433510872226.195,338612148810.96893,8308699062.249847,1406562317.0060122,4592406667.42065,15244498977.667458,29516056437.03323,37141161061.331055,33497542060.74844,23576404835.846306,13903067822.341526,7067130682.170814,3194012909.3735747,1326360483.1417058,540978313.8161883,149964074.28850842,28827311.677791033,4040682.955072738,427184.25378098415,33170.90743797703,1786.938388397736,63.52654238538721
77941064591386.4,23676653115526.582,13411511514732.607,10328138670091.906,323856792750.3035,11781610640.934448,3261264648.4508104,6096303367.638223,13326303826.765606,24003520062.871506,32612628231.43281,32012718294.783398,24534397210.416565,16627412769.00244,9380879314.549967,4312685665.687814,1559676759.4967375,462583054.50089294,92894627.68344611,11472391.12971512,918946.7369512117,51469.11496955019,2065.872637619473,57.58901027589593,1.0354627956848992
67877035099211.484,20657026872106.36,11880020622699.918,9191005677983.363,148530416227.43997,1934645271.0724676,222683816.73420224,283230744.16884154,452875380.3905313,1202189958.7337916,4878492557.381953,14358809420.993786,21061737113.46851,18602513720.61323,13059858916.855087,8229489262.063827,4350991056.802439,1644294428.4733167,361956156.3937419,44452847.12095495,3146703.9198309975,139860.97189087904,4254.852435713287,94.68850039382566,1.547650346692959
78647239539416.61,23890234860265.375,13516996768569.068,10399762787464.396,271986546220.68048,9368636497.368507,8918054562.197441,10571501593.491205,12678041504.842922,14339546811.782972,14490540314.511177,13350077279.467945,11532912854.352114,9435803308.05798,6627421903.391415,4044579783.427408,2429686269.658368,1019175900.1175289,257518557.97537532,37200869.973061845,2978898.3773108968,129048.60653488607,2902.148659792476,33.06118777442899,0.19121091044669392
78770192085692.52,23931632191547.082,13535150802616.643,10412558156476.564,200280077415.48257,1600389584.359764,346332872.59778243,804803479.628038,1886532158.5574257,4075272871.926496,7137583384.35224,8777518052.161978,8215317278.712444,6783422174.10861,5120417461.982998,4576632542.570254,2869384833.501448,1122895407.5719259,273042538.8245447,40686927.81641281,3682421.4058169285,196400.63188781278,5673.216840454588,81.29548404088804,0.5524640790364207
78706397374157.19,23911957342584.273,13526430298747.85,10408445831570.418,232172377589.03967,4497365851.970722,340526829.6881573,656861762.4311509,3072792622.817189,9269297219.488325,17419981791.300274,21598427893.26928,19517644000.707413,14098954196.669422,8374173296.190128,4246053190.0959044,1927619720.5000741,607938303.9312716,133475259.75104088,17777407.935614627,1465111.4809457595,81979.43376427496,3363.9220964461147,104.88491678695519,2.4882599101017933
77705827140715.64,23605817939092.38,13378376171472.707,10312303061032.656,386066507715.3127,8253972184.568745,2320303563.760749,8297163981.183313,21289666783.87155,36166281397.438934,43036302382.283806,34990487030.84039,21449881954.50656,11767029291.50039,6278205408.124998,3281139563.4010267,1604800736.086108,780558336.9830312,263058864.7650011,61550899.26984738,10262069.640709316,1232270.5778265714,102612.69226914577,5543.460766252624,181.00708175192662
76839710655788.86,23337508403794.547,13246271772470.1,10215431895508.838,381695182443.6349,10626350408.9042,3315466669.105162,7545409225.917019,16095385427.199957,26691750636.62926,32456914528.59019,26200472891.9441,16365800077.700674,10745014315.13751,7209165909.33344,4454996678.514336,2295334383.3876452,993835191.2723922,295848562.9201592,54479200.25377515,6337561.596895354,488404.6620598478,25323.7514686261,856.3358864590514,17.600017820626196
77524567965603.31,23548536415167.26,13358756033225.795,10299314509808.902,601270380278.421,28733162644.012676,22313811754.34911,48124935188.37887,74049171020.15422,88353097876.37039,82935542532.21584,57400272132.73675,30709132529.188663,14161994510.488379,6079885207.520734,2583615025.6047435,1080184853.7417808,425661573.4522586,155631572.93584615,40910591.10979262,7862865.131286875,1126559.8083984058,117227.04341570794,8475.295116670892,412.9960932071373
76176298029383.0,23127222852540.316,13136654368254.842,10136939480193.695,235713317406.09058,4080961683.5409946,1203944561.6458359,2345871285.338937,4862098702.031416,10575296424.002113,19308013362.728165,22658780799.035564,18563666008.559837,13790213261.037397,9200640520.021017,5293949288.449548,2612452881.9289203,976704693.326399,222294328.6481365,30394820.2953434,2604037.6992016723,148763.68119887236,5737.551683138088,141.7501894989616,2.032571443209663
78492365918085.97,23843239518552.254,13491130009893.55,10386069179825.941,309195849948.8601,2832888172.9097757,213279148.146632,617430222.6041567,2118099583.2661572,5423181420.902003,9138412102.864246,9471452241.706322,7196087825.246928,5137158973.944997,3724439857.9940724,3004095061.69362,2455440840.138567,1336087215.3137035,481074490.810328,111148557.33292896,15873971.374846023,1350534.0391395383,64081.534312231095,1569.887260827846,18.721266166578584
78857747682410.77,23958841803760.12,13548385609022.195,10424598409035.162,133218337250.97989,2091073157.4962287,76273294.5610795,87174549.56222051,350538054.66154456,1062907221.8080893,2581348100.2098575,4921109520.01611,7158847705.942914,8103979007.391183,8742209655.987738,6751582587.72473,2902704702.3979115,679690523.158695,88166448.9812685,6741423.15626336,335618.52720743464,11694.257214670382,279.4367742394701,4.216275587107979,0.03636851132909807
78830493203456.17,23952208875771.348,13547778549136.234,10420091084109.043,386723823178.1441,14020426397.768936,3605361677.1362896,9122849452.079948,23360909869.873158,39498928969.2179,46716309269.95299,41066561746.7784,28575155007.686977,16673432045.630796,8081081822.941782,3247246004.8910055,1070388946.212277,285182814.2208085,63415666.2460535,9174225.457716461,913851.5552078662,67288.08572794555,3723.989786195959,150.83855438468902,4.286597318908718
77166784279980.17,23432336378970.348,13288967934866.477,10243060279270.006,224848316083.4299,3591347012.672286,228709817.11273164,515530413.7996936,2662171205.47981,8986091606.648066,20234606922.30974,28057554608.556873,25759453733.63515,17757301765.821068,9806423041.494164,4544301445.3453,1893888535.2271624,624127977.9627583,139004251.6874324,20033507.115750886,1962220.9222130943,142091.47744979206,7973.509197394284,349.38452776494336,11.760501721332037
78867559361928.08,23962282338665.445,13551974961098.326,10414942599593.865,306799027845.54395,4414442493.620745,2013561219.6802022,2772733778.7462816,4181946407.1796913,5862912673.043259,6522783407.573929,5998507122.638131,5309002532.39705,4748873027.637498,3893485255.193927,3137248024.129648,2539739226.0286975,1368904915.6507013,463771414.2747296,90276216.91451138,9492895.077566063,524424.8793704695,14895.249073106885,215.15839905431673,1.6000786360801724
78600427432801.14,23877084022800.605,13512655288649.096,10391060159998.066,345689845041.62305,12065363852.135653,2693909881.204573,6025677409.331787,15724288812.664148,29292233813.455505,38858219203.80039,37287605075.51215,27642110740.23765,17198411945.177696,8828891515.034184,3728468577.900767,1262661946.5043528,338915483.0882835,70182548.60969883,9230078.207265232,815122.4005870506,52219.81775420912,2496.447792463557,87.49071857287016,2.15092941424879
78155368694800.98,23736985170107.098,13443807340958.885,10347550677225.752,359104471520.8431,19041504729.30871,6807780107.1808605,10276853495.388964,17935982386.29798,30339908085.994785,43154640927.37015,45825682096.24825,36621337143.10317,22584414661.201763,10318460136.641312,3354345163.735735,772123233.2539039,115865850.47963251,13584674.849449757,1253012.917970888,71385.76997000024,2708.598435584613,73.3617512661495,1.4806347385113443,0.022431652490204002
76558631527828.89,23260688041401.594,13215475736801.861,10171455021702.71,435743688034.6053,16534950422.056095,7680766485.262122,16081869183.554739,29018968943.231766,41727302848.2897,45721306791.7422,35222209537.366356,22244421626.178238,14561837246.299536,8955859087.825472,4723192453.958188,1986563625.994052,663457536.327558,172987538.20434684,28620028.698507573,3103875.021420605,232828.22768409736,12154.33531090717,424.8281848855407,9.295199758226126
78871356370883.58,23963638595624.695,13551255849125.637,10424944976904.701,238137945578.61475,2168404677.907356,581222318.3230408,1188592029.7700617,2525115012.969838,4895904489.470219,7344189065.918887,7906092576.577051,6979529144.249821,5799869779.260436,4489008181.802922,3914156470.525581,2751054686.765173,1239742458.181024,348035701.2161844,58103462.085842796,5610492.423062203,305016.0516037239,8772.114964185179,125.57823049369951,0.8704743777741718
72674785029279.98,22069308765987.617,12609610475820.166,9776542330991.145,176191198363.32684,1462690172.754687,244317799.3688036,627251506.2403573,1495909835.3418949,4503938276.071127,14201031855.942406,27326534159.274155,28014273159.57317,19701279835.92436,11771591002.94778,6170955761.299759,3010481198.5353165,1107227652.0689034,262593933.9056868,40404881.13718894,4181227.9950705813,303457.4850751596,15540.261215131084,536.759580959718,11.192065778164869
79034492768523.19,24014827175038.03,13578414483559.715,10432375920882.455,233759126849.09045,4819910980.833971,6145725833.170204,7174049559.557439,7828841401.777786,8126553133.166913,8055790121.836922,7545211144.362111,6664495388.24754,5624300579.982965,4375325604.449471,3970181233.292365,2880513847.127212,1270733989.8121133,311453982.35285884,38549589.58513357,2320490.8259637365,68639.90355386237,1008.92361514199,7.521570688835363,0.030306413830337615
78214417511811.58,23762519577670.758,13458483345329.598,10351149818183.89,408761557467.40686,11932939034.462992,3865924526.0939293,12056025966.022083,29370949656.47019,47466548815.61107,54663898105.30106,45366050763.987526,29005875147.036686,15465848302.910175,7149021289.05659,2973653695.5888486,1149170845.3485832,443017855.8356384,133497381.21479869,28689107.352873057,4572110.929748265,553700.0777269799,49494.87162523899,3097.2703207757327,129.7194389415002
78389653745383.4,23808858634563.805,13477788666224.113,10375765615718.084,325781061236.6264,17432343449.238422,5488007016.332975,7189360071.804186,12012331606.994379,20634408728.8563,30658378199.251904,34734899372.112175,30260048452.38205,21029364001.58055,10951377210.161814,4166461129.6151257,1050281191.4600182,167890015.0320833,19950744.549934633,1668658.7234614124,84201.18882795167,2757.3372856334627,63.10855924478677,1.067512635091878,0.01359268540410006
78198500421653.19,23749864261561.01,13449772797398.658,10356505002246.969,301666366299.0905,5607599972.041255,720947590.3250661,2694643662.897009,9950928541.747099,22585764414.236107,34073211939.952663,34141364409.02367,24835188434.697304,14692923170.437773,7527609177.189275,3495277751.084094,1584145988.2451024,651424007.1446457,183540277.98968163,36575689.50892268,5360150.115989748,587065.8579531577,46299.42944043037,2463.7131348121297,82.89857469509477
78696697004338.88,23910087505838.727,13525047132762.406,10401817409182.77,217442686103.65466,2596487477.4662623,85923273.57921931,157346405.91873905,1083716146.9494467,4349818664.583745,9915314244.29985,13567648957.019915,12747153659.713148,9507697645.208405,6164342899.915876,4156248074.7826138,2481360246.040085,955094439.4309328,243463681.94644007,42654747.52706696,5291599.385733111,463330.2375956351,26864.80011750023,944.6541203195836,18.575132820357947
77566845940828.1,23556305755194.793,13356325455245.355,10282035065411.156,324631437788.35175,8958106139.241013,1784838145.6234918,4477514191.392489,12175124065.04451,24532547778.8784,35855095620.33474,35436048663.51806,25552768982.255013,15818318546.633345,8711292465.720163,4271890268.8984437,1752248148.2587996,601308205.2749847,143711458.6182034,21823090.492110692,2215362.781568219,161406.97378603468,8646.606162838852,332.63657876426026,8.678661104344268
78256770377839.12,23776404429577.668,13469812695380.639,10347917798330.303,590330477465.3542,31066533388.679527,21327800026.378216,46990507809.664116,75521761609.6565,88772261927.55629,79837054397.07568,54808811585.71954,30557606181.40359,15097725060.099651,6648081809.534603,2601271445.641009,896622769.2294042,271452512.82406783,79709373.40571031,16795302.679882087,2581672.1338412655,299150.4271759922,25407.394829260913,1493.3969216021444,57.675111684544966
77111848415747.05,23411610291899.465,13287089772364.203,10242990040286.668,304382226104.99347,7558980984.864751,1657642382.0836816,4888368033.728287,13381282005.127644,28405079970.202946,46037861619.41658,50386314889.63028,38476946210.56287,22342783195.261562,10146612878.034876,3692859831.6636114,1126586625.8669336,314905735.7726748,67058679.23730206,9561056.273542782,968736.9862103334,73466.25772332192,4162.282032688605,169.90041381939426,4.7040005260262765
77799353474765.9,23630227862526.516,13396269273990.66,10314016933126.418,491254720797.47516,25822675904.30977,11312152247.088589,22322129877.329803,41400538880.66089,61196389141.81241,70906904698.09723,60954553590.94646,40070527409.946434,21140090321.317497,8730663199.043785,2752842163.4369073,646662653.3364385,112923152.2727519,15234302.291503597,1819166.0696530645,148160.26286322068,8535.907084543811,365.23680026770086,11.817492849049998,0.28793103092658595
