Soot_dia,Interp_psds
2.801218666667,38915598730.14477
3.463145333333,25623680444.449
4.316847333333,12773129696.974543
5.382750333333,5896650009.5238
6.713855666667,7267711333.334002
8.376489666667,12263550515.152817
10.45364666667,16274450918.637009
13.04917,16301660000.0
16.29302666667,10159727714.27936
20.28754,3456107499.9999995
25.34768,567133028.5714283
31.67643,20426663.750000015
