eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,0.14599688813369052,0.14599363076780691,0.13995021028172264,0.15213821294509922
2,0.004250750511634049,0.0043529739915113405,0.003788003657529251,0.005198777111029215
3,0.0027784952226743613,0.002859735611612359,0.0024516379229527633,0.0035138246042731875
4,0.0016979974174036888,0.0017820033368558805,0.0009763078802674575,0.0025332717168796716
5,0.0011101254550187998,0.0010629678502182011,0.0005250519748702873,0.0017464233354363482
6,0.0006289465941082726,0.0005916221065492664,0.0003045956137471571,0.0009524581073046704
7,0.00044349446586028455,0.0003581646163966948,0.00016151729759364807,0.0006081244675842341
8,0.0003134702290890475,0.0002143045786816761,6.931889871286594e-05,0.0003565442416191202
9,0.00011164640943829499,7.612312962266898e-05,1.887949853657526e-05,0.00014338820283385184
10,1.5992196701272304e-05,1.3244460630170573e-05,8.586198241210315e-06,1.934816146661913e-05
