param,sensitivity,boot_mean,ci_low,ci_high
P1,0.3394337696435885,0.339507969936912,0.33111779329962965,0.34603838772375595
P2,0.5351800630846653,0.5353039961159324,0.5230403831580841,0.54567291947769
P3,0.013325148826382277,0.013285017485812638,0.00907662244284027,0.019041178503970115
P4,0.004065233178351265,0.004011437724015218,0.001762239830031864,0.0067372376995044145
P5,0.008644531967174124,0.008532055573167307,0.003024582174274986,0.015924839574616656
P6,0.004539345936747778,0.004528121437098567,0.0022918899702254487,0.007535320082192212
P7,0.016539531818436648,0.01657937541645897,0.014993488542196655,0.018538266521618545
P8,0.01683965909747017,0.016832840096800607,0.015629730841679117,0.01837553036370343
P9,0.03216269128102742,0.03217264825454685,0.029212685759062967,0.035681405003346024
P10,0.029270025166157038,0.029246537959255102,0.026810958094268412,0.031948634809541326
