param,w1,w1_mean,ci_low,ci_high
P1,0.6301191782756581,0.6303070882540718,0.6149206848465789,0.6454567510150304
P2,0.6941965302184504,0.6939275941326837,0.6787702792037539,0.7095907430007514
P3,0.030237208058720544,0.03020781436517232,0.027399707908615904,0.033217289446905406
P4,-0.0017113679076164233,-0.001708275674463135,-0.003928609684781074,0.00020558733376027695
P5,-0.008315724140517735,-0.00829295135553851,-0.011872953633605247,-0.005352939082388934
P6,-0.02968602214993886,-0.029732200789837782,-0.031879584376899,-0.027603348020833446
P7,0.18946431359610402,0.18949297044171415,0.18647659395433994,0.1925668550523915
P8,0.19733805282130984,0.19736952227480323,0.1945936187428638,0.2002945944142049
P9,-0.14664279501276412,-0.14656419490217057,-0.15391524346377516,-0.13928177661074165
P10,0.1510967482926062,0.15098295705434753,0.14279787463851865,0.1593100464593453
