eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,0.5474798498839282,0.547411808556763,0.5403242215547069,0.554490379016712
2,0.017702265624819653,0.017721058549264028,0.016318479684215924,0.01920829238889562
3,0.012563645320492502,0.012544381078511283,0.011727938040728985,0.013409699222403457
4,0.001902116302317368,0.0021313437095384098,0.0014060093545752383,0.0033649858880195837
5,0.0014021855328702764,0.0013795621013381722,0.0008906190869425924,0.0018843236984742232
6,0.0009213072465254229,0.0009100856878532601,0.00047162009184546853,0.001303943297507706
7,0.0006583592450248822,0.0005490808460378983,0.00023567223617332214,0.0009471922716353251
8,0.0003989975707010881,0.0003004877554130299,0.00010062734104508449,0.000530450199466903
9,0.00014279318814017315,0.00010272065643835388,3.074017665923082e-05,0.00018305310027108652
10,3.5326632074204636e-05,3.0355067780304667e-05,2.043026171466074e-05,4.0345104322746826e-05
