param,sensitivity,boot_mean,ci_low,ci_high
P1,0.1277968516356244,0.1277900058184117,0.12435048006595772,0.13125151425339682
P2,0.6727058473150608,0.6728860516375231,0.6626019885060169,0.6830304292429673
P3,0.017241138864391607,0.01723052181864858,0.0163234203531806,0.018375526985116748
P4,0.001433855067892079,0.0014208170763665077,0.0008133215006476613,0.0021712335306834376
P5,0.002515728779297042,0.002490094932328967,0.0009097048965202735,0.004626351183367718
P6,0.0018197908024301158,0.001817120694609891,0.0011155142970326484,0.002808908971718071
P7,0.021720406269852343,0.02172808587046389,0.02085979579488738,0.02263619205588881
P8,0.020828917199246285,0.02082294710868063,0.02016972510056605,0.021536223637229165
P9,0.061002922320829815,0.06095228505384182,0.05736224012635699,0.06498878443292005
P10,0.0729345417453755,0.07286206998912487,0.06818063201057682,0.07807828589980723
