param,sensitivity,boot_mean,ci_low,ci_high
P1,0.2667625681048682,0.2670687258409658,0.25028401096536596,0.2841984044926372
P2,0.6033594066835256,0.6031592560670619,0.5837762992355985,0.6223542152546563
P3,0.004523976421114258,0.004506505033974397,0.0029515408582258774,0.006606082325275329
P4,0.001700307685473719,0.0016797121916096104,0.000742144095022777,0.002832395900824923
P5,0.003674197514852654,0.0036360341653802458,0.0013392333949787355,0.006691394278929732
P6,0.00261026823853276,0.0026119264065627462,0.001613740606595372,0.003891682583517956
P7,0.02223141694967877,0.022262435439063605,0.02119721820553859,0.023275185178555015
P8,0.0229852377950845,0.02300236715017192,0.022092454880645002,0.02394951830977402
P9,0.034968309148583405,0.03494925588715189,0.03207485283792719,0.03815442783677403
P10,0.03718431145828592,0.0371237818180592,0.034141531802353006,0.04018315013837843
