param,w1,w1_mean,ci_low,ci_high
P1,0.38143084643516,0.38130499760208336,0.37321147629449464,0.38946801082033333
P2,-0.881895198788103,-0.8818927447691216,-0.8870984932131277,-0.8763225478030456
P3,-0.08808291366857876,-0.0880696641999665,-0.09424604009870056,-0.08218615294418198
P4,0.010468935904005702,0.010433704350887649,0.0060989578776953594,0.015448018892332788
P5,0.0017401960264098104,0.00165999171993293,-0.005584933755969431,0.01074946957598003
P6,-0.004102452525283131,-0.004076567031023271,-0.009966073806638817,0.0013227009538213652
P7,0.046891263612941714,0.0468642240525981,0.0428831648597652,0.050714648399176845
P8,0.05108659791560243,0.051067124022892256,0.04827740373405378,0.05407533518171653
P9,0.18244804962022165,0.18244639804124663,0.17415085444046477,0.19152946922495587
P10,-0.1754633555588647,-0.1754415470886765,-0.18514701752710802,-0.16608528471125683
