param,sensitivity,boot_mean,ci_low,ci_high
P1,0.02414324126517426,0.024168689695012333,0.021498141723440552,0.027258943669190978
P2,0.6520697131051709,0.652358364218471,0.6367694556042606,0.6672419050816636
P3,0.01714291431106499,0.01711909458639843,0.015166121633474038,0.019755474675240258
P4,0.0034518832744408127,0.0034143093267327584,0.0018382609922967413,0.00536752798982898
P5,0.006303377032657678,0.006228326459025555,0.002216305520071447,0.011752395928362625
P6,0.0045548241307764,0.004546498209714555,0.0028302437044526053,0.0069328014663840665
P7,0.06811900647582116,0.06814120945303115,0.065697648957404,0.07058677146986768
P8,0.06902995090723872,0.06901622270075211,0.0670534478604455,0.0710939548498175
P9,0.0689723189816097,0.06890698489919234,0.06458443178716423,0.07352077469922408
P10,0.08621277051604624,0.08610030045167054,0.08047858233985913,0.09212157617787353
