param,sensitivity,boot_mean,ci_low,ci_high
P1,0.3930544209144343,0.3933415194666082,0.3772001670095899,0.4093056134464399
P2,0.4692975738968826,0.4690873092198348,0.4520688066189278,0.48685496405186107
P3,0.0023593258615778752,0.002350843782160164,0.0016805573911884287,0.0032579450597808807
P4,0.0008183933684791746,0.00080920742942699,0.00038025080968310263,0.0013333466318107884
P5,0.0017279323211433178,0.0017126251064277349,0.0006786861125028851,0.0031056334186654495
P6,0.0018561131599505913,0.0018590423087250963,0.0013761115082095833,0.0024645061172398385
P7,0.03404764924286647,0.0340687915712067,0.032978243147315546,0.03513356113061449
P8,0.03632171177733593,0.03633757983561172,0.03530962898080411,0.037347374265279
P9,0.028676966579429055,0.028650788151431853,0.026427049570176296,0.030929756329922127
P10,0.031839912877900285,0.03178229312856673,0.029380329910529406,0.03424317703142799
