param,w1,w1_mean,ci_low,ci_high
P1,0.25627338517458115,0.2565064759670811,0.24696568892290113,0.26597962710913264
P2,0.8974718226290496,0.8973830806410756,0.8922883507432896,0.9024319893583633
P3,0.07127406643213295,0.07124539398622379,0.06775684499992096,0.07477220319972981
P4,-0.003232495213599671,-0.0032268148367246897,-0.005658728415728738,-0.0011665573055824646
P5,-0.0068322423257585405,-0.006802520596191298,-0.010958195155852408,-0.0033781591948728318
P6,-0.023578518108828894,-0.023623506671310166,-0.026038658881833068,-0.021167721168763348
P7,0.142776743176599,0.14282576821903822,0.1398126944131472,0.14587638503505285
P8,0.14658117692734898,0.14663157898624474,0.14401870899899705,0.1493215609388501
P9,-0.1992306106791017,-0.19916186064058697,-0.20747874165426514,-0.19088001997490023
P10,0.20398807799103738,0.20388095007155266,0.19474517652450243,0.2132772476009776
