param,w1,w1_mean,ci_low,ci_high
P1,0.6744206703845333,0.6743916423128646,0.6713499258636757,0.6776869697242507
P2,-0.6838367318313143,-0.6838994127190233,-0.6893837198264579,-0.6779527423292081
P3,-0.11554445964585308,-0.11552306741124273,-0.11777813200168773,-0.11330727293810915
P4,-0.0006483035154711518,-0.0006246017960981348,-0.0019732351046691946,0.0005181341118821464
P5,-0.001200872058943729,-0.0011802360774513154,-0.002915557435805176,0.00038009577971063666
P6,0.003820804227967127,0.003798887964349887,0.0025261847811723468,0.005088939201827403
P7,-0.01687763795365976,-0.01686727453809998,-0.018240907916097386,-0.015385084738712609
P8,-0.011217121530428044,-0.011207190309790439,-0.012173288138209728,-0.010219136298821622
P9,0.17395422582438344,0.1738484668400674,0.16838376965486232,0.17992621279835447
P10,-0.18299275752037,-0.18288668100880623,-0.18964533210014622,-0.17693077460427462
