param,sensitivity,boot_mean,ci_low,ci_high
P1,0.3436617206848642,0.34383079016199286,0.3316018373572857,0.35751509012424304
P2,0.5509518768379668,0.5505113884759866,0.5379174276990509,0.5626871296018106
P3,0.0050786675232895465,0.005073979909018352,0.004374324918070711,0.005777587463190968
P4,0.00022257170654089425,0.00022347612924724858,0.00017869313594542303,0.00028195967936371326
P5,0.000129118574271569,0.00012956149094736278,0.00011072849024763262,0.00014875719455599427
P6,0.0001899485803723576,0.00019044198970429716,0.0001608496920351972,0.00022207942912116845
P7,0.002577719246158381,0.0025824412981756916,0.0022247116248479007,0.0029822367301857453
P8,0.002478468067582329,0.0024827300659580557,0.0021393965416392447,0.002856583150453145
P9,0.06169152578052053,0.06186856791156619,0.05475593946706723,0.06950772650777462
P10,0.03301838299843412,0.033106622567403036,0.029326422359607442,0.037159686210377345
