param,sensitivity,boot_mean,ci_low,ci_high
P1,0.38900590266426494,0.3887129210217444,0.3701443855673131,0.40566935322082354
P2,0.34907715053200783,0.34885799800776446,0.3322992056441808,0.3645537719936782
P3,0.002562806147024736,0.0025531639320227144,0.002065359546553002,0.0030646312971566447
P4,0.0005205722827410367,0.0005207820803484468,0.00037416312865042154,0.0006949681890135181
P5,0.00041285919269346065,0.0004108828017895284,0.0003256113306968083,0.0005021317572310057
P6,0.002480626708572439,0.0024872561237436193,0.002245940250426516,0.0027625055790261132
P7,0.10584547226523713,0.10614383174841895,0.09655002796924964,0.11695502438057019
P8,0.09810605814358013,0.09840610360142651,0.08950458270770188,0.10831982575690208
P9,0.033498349490982314,0.033437343345758395,0.027409421705906822,0.040011955248194224
P10,0.018490202572895964,0.018469717336982272,0.015276558728001497,0.02197977407355328
