eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,11.243692622763731,11.259457021539067,10.618415708016894,11.90912397393087
2,5.55801263368335,5.547832030890513,4.862794313373479,6.251661373891786
3,0.9050867078034495,0.9024026201097459,0.8119586823790145,0.9958948690023264
4,0.359042063801558,0.3567793831431339,0.3128374347020664,0.40260567427222493
5,0.008901020184431957,0.009091662159377236,0.006174913477363065,0.013319740501459707
6,0.00501278963215899,0.005083398613281857,0.003795777633494448,0.006626785272254019
7,0.003986830913025235,0.003824344586924923,0.0029450090113553092,0.004865675763366318
8,0.0030687860534396485,0.0028663750491018393,0.0021684314473369294,0.0034340410663987984
9,0.0016321105176314613,0.0016191035447480425,0.0012963586867527795,0.001977258213715619
10,0.0013559914593465317,0.0012578367720516776,0.0009934927923812675,0.0015489971054149338
