eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,3.617955064627406,3.614072984503456,3.3034920643873615,3.904841013558558
2,0.8636648366383263,0.8656738650512953,0.768867181065013,0.9662186126075288
3,0.20439579487204923,0.20427531636534416,0.18787244853160012,0.221686163170848
4,0.08861322445250723,0.08822596828595022,0.07706890461020524,0.09952742911752503
5,0.006220729404601438,0.006167311698740416,0.0053913146769875705,0.006935292842130497
6,0.0013316698128253315,0.0013787255413322118,0.001019152738995009,0.0019205367394200118
7,0.0010439248472167996,0.001020658875112454,0.0008479951490010782,0.0012189188844597893
8,0.0006756576165218793,0.0006696829347790324,0.0005660277241101362,0.0008030216883452444
9,0.0005662892405019537,0.0005212046787962039,0.0003687594485278513,0.0006669410270265349
10,0.00021319581367642006,0.0002077029482364273,0.0001713610627837846,0.0002448370393851665
