param,sensitivity,boot_mean,ci_low,ci_high
P1,0.2578091424750188,0.2584139898424352,0.2333883781040126,0.2840692344074512
P2,0.5266025848092738,0.5257564979678245,0.4932183564166338,0.5539541789371344
P3,0.0015712902924749804,0.001562294222186439,0.001355571408147719,0.0017998333672700636
P4,0.00028924965546742057,0.0002893941097522643,0.00022158572564767812,0.0003801841199074046
P5,0.0001660174275055167,0.00016540675898017685,0.00013859513018407553,0.00019563073818429374
P6,0.0007574892608901156,0.0007582847433450997,0.0006704597143774137,0.000845733186176441
P7,0.06230324071808865,0.06237867198401298,0.05564996443595959,0.06937592986687208
P8,0.05592340389077134,0.05599812904021473,0.05009745718287576,0.062184126374190955
P9,0.0613550331383045,0.061419911121413664,0.056018466226280275,0.06720679435331463
P10,0.03322254833220468,0.03325742020983441,0.030345423953394887,0.03640243724081383
