param,w1,w1_mean,ci_low,ci_high
P1,-0.6591666998844606,-0.658657017599133,-0.6771247050305862,-0.6389036502813403
P2,0.6405113452636025,0.6401894341155492,0.62550550780948,0.6540590739762353
P3,0.02410760832357546,0.02419744753157272,0.020146411760245626,0.02836908776971311
P4,-0.011421019140920441,-0.011409238494991964,-0.013099572807269769,-0.009810351501226517
P5,0.006078303338106064,0.0060560894619049645,0.0042152159521583596,0.00803191322324172
P6,0.04112624610222074,0.04120968765547943,0.037826736887833314,0.04477455613163032
P7,-0.2770993002747461,-0.2775963476927365,-0.3010781429393133,-0.2547024078778381
P8,-0.2727591250982469,-0.2732382807551726,-0.2964182573036111,-0.25154913379375904
P9,0.027800467024314393,0.027984187691947146,0.011483333433392038,0.04249210745245037
P10,-0.029156808826137456,-0.029274088613408057,-0.03992708543512744,-0.017110929834958082
