param,w1,w1_mean,ci_low,ci_high
P1,-0.609365144479974,-0.6095283969569794,-0.6218464164719446,-0.5982390269716457
P2,0.7899736967601165,0.7897338683849382,0.7796526182904748,0.7989288254789377
P3,0.032358906699534215,0.03236185075568581,0.027808730897242603,0.03661280145790414
P4,0.003706482333459699,0.003676211205768459,0.002527879107700882,0.0047287969392410265
P5,-0.0005947025508635957,-0.0005827411234163591,-0.0013475709279740452,0.000161439060171511
P6,0.0011271580153151288,0.0011410623432371652,8.40230166211932e-05,0.0020854254191888686
P7,-0.0013364123603941786,-0.001435150434410982,-0.005636069747347402,0.0026212846225222844
P8,-0.002283212103749835,-0.0023960757615119396,-0.00623371251740455,0.0014851163855597153
P9,-0.04912352560253081,-0.049245811305704094,-0.06443243307656768,-0.0349595500986191
P10,0.03366152531501169,0.033771106855656534,0.023447047272100303,0.04547807302552254
