param,sensitivity,boot_mean,ci_low,ci_high
P1,0.22771753811695036,0.22792390731724377,0.21815415427304313,0.23841465295682235
P2,0.6584014662322553,0.6578329538754943,0.6435126298801647,0.6710248033426892
P3,0.004573770593275792,0.0045660215494510974,0.0039342057212321405,0.0052084945507865675
P4,0.00024754353859614026,0.00024842235403138547,0.00019567090258753125,0.00032124894398778887
P5,0.0001252851907408799,0.0001255350915555407,0.00010585271136489176,0.0001448168638697316
P6,0.00021662388144121092,0.00021692581370989433,0.00018286092334442942,0.00025267448960587113
P7,0.006407603219365726,0.00641722861205738,0.005514687901927912,0.007410941383239236
P8,0.005426979631778807,0.005433147008136799,0.004678195073668878,0.006238886906830211
P9,0.0627070232963163,0.0629387378397113,0.05573515374119392,0.07073665320357037
P10,0.034176166299278624,0.03429712053860847,0.030460195293260335,0.038589293946843094
