param,w1,w1_mean,ci_low,ci_high
P1,-0.2635114144378331,-0.26349438578899714,-0.28263059033898935,-0.2430877343651676
P2,0.9506989665865347,0.9504688749080205,0.9455910841861271,0.9555125674984982
P3,0.031516231225060407,0.03142436344985853,0.027083964381459925,0.03565138962552814
P4,0.0060024902464748215,0.005967297010108966,0.004627806411060781,0.007209749648563749
P5,-0.0008400968794832262,-0.0008334540901962709,-0.0016577842681650538,-2.4334969914876392e-05
P6,-0.008887313292662662,-0.008907566971179805,-0.010415466127857945,-0.007419802010419238
P7,0.10786638176139692,0.10796125677051785,0.09626756670642106,0.12020443453326404
P8,0.10464882167730942,0.10474456576627672,0.09399171901687778,0.11579508277703213
P9,0.044607762843389166,0.04514644595294323,0.024601330759806007,0.06499254012147311
P10,-0.03237023128603455,-0.032744533171222126,-0.04668785833163922,-0.017977826179228537
