param,sensitivity,boot_mean,ci_low,ci_high
P1,0.5379589516938982,0.5383336466986278,0.5095967606047488,0.5667095691209028
P2,0.2952775270392636,0.29476384704423136,0.2648074184373937,0.3239588955971502
P3,0.000570347454767342,0.0005702717361842872,0.00048217528270011613,0.0006681879907583345
P4,0.0002523151717427298,0.00025256999543547365,0.00018370369507917124,0.0003417397988436939
P5,0.00018854386255350968,0.00018870530151364077,0.00015680184612338065,0.00022352379529430274
P6,0.0008663395857539454,0.0008672495781707545,0.0007758681346400235,0.0009575861304919753
P7,0.06311596281026617,0.0632184075314687,0.05669585536567537,0.07034936918043311
P8,0.05556308096359132,0.05561924250992516,0.04972194707008452,0.06192579250521534
P9,0.029419645467665147,0.02941375880319796,0.026162070594147508,0.03276675667178503
P10,0.016787285950497517,0.016772300801245824,0.014972889081801034,0.0186313411496382
