param,sensitivity,boot_mean,ci_low,ci_high
P1,0.15712577918864204,0.15759811516276326,0.14640543770933528,0.16997328953022028
P2,0.6913532698019808,0.6904941433210109,0.6682561258900598,0.7103117613513694
P3,0.0032062106455713725,0.003195332786523867,0.0027579531655242333,0.0036698661861135425
P4,0.00026895318551905856,0.00026952902374389277,0.00021021507615705864,0.0003505827035375214
P5,0.0001310449355536812,0.00013092062948639639,0.00010924290557654036,0.00015314678535658586
P6,0.0003678098378463454,0.00036820626348451566,0.0003134828650308083,0.0004212390191275159
P7,0.02469669139467156,0.024740369931212175,0.021607267618457174,0.028077325110191603
P8,0.021621674930322427,0.021659868523019283,0.019057685955605422,0.02447599038601106
P9,0.06534755213574615,0.06555316934195515,0.05853494459873869,0.07303138204315775
P10,0.03588101394414631,0.03599034501680184,0.03209729357585917,0.040019908605962454
