param,w1,w1_mean,ci_low,ci_high
P1,-0.08436156158495342,-0.08690557312599928,-0.1696451085346277,-0.01934394694347148
P2,-0.9416755525705872,-0.9400452335597718,-0.9515053038457228,-0.9218632783834013
P3,-0.018224161578380044,-0.0181419504644936,-0.022511914360758386,-0.013864535353077443
P4,-0.006744597919627251,-0.006729183992721824,-0.008316675696941816,-0.005094123287016175
P5,-4.95585148910659e-07,1.3799569899420142e-05,-0.0011153559201953996,0.0012395688929782345
P6,0.019944862007110636,0.020034046193533057,0.01704820353868457,0.023219013700697205
P7,-0.21241585082962314,-0.21305241725840143,-0.24185076398622357,-0.18753200313814192
P8,-0.20645634555945513,-0.20706259438034805,-0.23368463930282615,-0.18306265898599894
P9,-0.10871010071187755,-0.10825392998225171,-0.13864004586256398,-0.0730701275597742
P10,0.07610697161589035,0.0757333361587382,0.04891457418088798,0.09795209654714764
