param,sensitivity,boot_mean,ci_low,ci_high
P1,0.44885990398536774,0.4490061640547695,0.42145427172975,0.47568181971395423
P2,0.2112904270838154,0.2109590920754643,0.18957592989043337,0.233570619077158
P3,0.0012570083090754196,0.0012504268501897138,0.0010581537812416775,0.0014476838121595078
P4,0.00038925359681243963,0.00038910561869924694,0.0002908567103646022,0.0005134811169845361
P5,0.00027714372331680395,0.0002759750443319748,0.0002291361127823183,0.00032958471461417497
P6,0.0018564023009223429,0.0018590074421265907,0.001689415326767288,0.0020320515197822854
P7,0.13755885163829148,0.1377050716752967,0.12565258484744152,0.14920225501479786
P8,0.12478944471789521,0.12494695730036041,0.11419399298165255,0.1350175853944986
P9,0.048644820018662674,0.048568352392427114,0.0437724530019817,0.053467371911356885
P10,0.025076744625840912,0.02503984754633471,0.022766662341277007,0.02745433388393453
