eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,1.3933501465055957,1.395465497592091,1.3287799571303813,1.46775049789492
2,0.22555805067079315,0.22591665498014835,0.2094738291384297,0.2428156114917859
3,0.1374538061486656,0.13692081006183843,0.11259489609127141,0.16058682201171012
4,0.04495669876636278,0.04452947601835696,0.039575120894010773,0.049577867304362006
5,0.0032047340970878272,0.003183332064832328,0.002670246845735134,0.003665766254112974
6,0.001396273034282782,0.0014273940919804927,0.0008512745083701375,0.002247021179988861
7,0.0009269160397688477,0.0008908587391744688,0.0006702646934675624,0.0011433076652674656
8,0.0006191245202218406,0.0006096632510635335,0.00048191934376432184,0.0007879484431445391
9,0.0004578686751799526,0.0004357002850994187,0.0003541894285233404,0.0005200548104010091
10,0.00028649878809419146,0.0002726733811852089,0.0002087902005019219,0.0003466014264996637
