eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,12.317163443087416,12.329862118866588,11.853348677751733,12.836108300797363
2,5.433162870654136,5.422097969237286,4.766365704499539,6.11269614694547
3,0.9108223665998803,0.9082821289032037,0.8226320364971941,1.0032507438698095
4,0.35444337771334117,0.3527837318690939,0.3153836888002137,0.3904472259176213
5,0.009461813478289663,0.009658231135399755,0.0075918782808442236,0.012267952082237178
6,0.006062665741838511,0.0060413472332267685,0.004166535896930586,0.007918454288212586
7,0.003970668251780632,0.004005906916507381,0.0031516203720078732,0.005059606073712837
8,0.0035300990942459887,0.0032026304710755884,0.0022836655411919834,0.0038677021970385484
9,0.0015513123902760736,0.001610725193899033,0.0012791862633235167,0.00199873510885416
10,0.001487589055346009,0.0013306625718838387,0.0010362261382613177,0.0016415249233727662
