eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,4.4269693565511465,4.4530104560933585,4.130508366786651,4.806322554143309
2,3.3478507375187703,3.3249128497909872,3.1227607175266474,3.5169370256988124
3,0.2813242839774465,0.28184834743491566,0.2467190172517594,0.31773461541472314
4,0.21933509147940422,0.21657188939043656,0.1820912812989553,0.25442244247109963
5,0.005789097561062906,0.00586260647656734,0.0032958670705033216,0.009604992773560165
6,0.003003686649994253,0.00310845824320437,0.0023807570623551907,0.00402083107124864
7,0.0026211503014058894,0.002469238754176095,0.0019052114168659447,0.0030919008858409937
8,0.0018051301797160464,0.0017080247115323986,0.0013183713393370338,0.002064631017487562
9,0.0010720899226132304,0.001050840480371846,0.0008658374584662291,0.0012595420223150224
10,0.0008257582573386493,0.0007605229695467746,0.0005646934993129293,0.0009622630832627672
