eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,7.243472130571638,7.257775716425386,6.7388321473856205,7.805201153319298
2,4.817705782778203,4.808670476923164,4.2340542428333565,5.407539235734698
3,0.604545745675877,0.6029190936655258,0.5400044054498371,0.6681850775883889
4,0.29086619299490246,0.2886483157388928,0.24900860471816308,0.3323276939781355
5,0.007541102672296453,0.007653171220607819,0.004646104115078778,0.012035767652815622
6,0.0038497086242195067,0.003997176762125917,0.0030173280513466987,0.005217312216063642
7,0.003355849607761812,0.003148064371434747,0.0023898869073794363,0.004008447220421188
8,0.002383321579220058,0.0022453874801751606,0.0017274734496514133,0.0026971963192129692
9,0.0013789685567574944,0.0013550411659404454,0.0010951394338327026,0.0016547908180894351
10,0.0010930225010908929,0.0010125265816616949,0.000784894756187775,0.001255360631840327
