param,sensitivity,boot_mean,ci_low,ci_high
P1,0.4096353841059728,0.4100501754625409,0.38281704494484436,0.43758315057127356
P2,0.49447879820525276,0.4939239960587917,0.46345757895763046,0.5224388721238526
P3,0.001177014734029069,0.0011737517810468375,0.000961874047731158,0.001397980053239488
P4,0.00041923100868825454,0.0004191805989471722,0.00026564584509610465,0.0006021547831588843
P5,0.00030307384376051475,0.0003018366697314101,0.00024267842166918088,0.0003732816564169827
P6,0.0007115730932742332,0.000712623341224227,0.0005804668563627463,0.0008697067897241316
P7,0.021051318837547843,0.021131324595902404,0.017823439213559705,0.02488975946217671
P8,0.02069089316358116,0.02076782063890794,0.017645255715868502,0.0241441000817961
P9,0.032225437154292935,0.03221942867087763,0.028773103129922862,0.03574623536127581
P10,0.01930727585360061,0.01929986218202944,0.017186616547899335,0.021518415865131913
