param,w1,w1_mean,ci_low,ci_high
P1,-0.876770113309025,-0.8759651957661979,-0.8955050314334212,-0.8518810171208796
P2,-0.3362365528633828,-0.33673592349936593,-0.38715061443387183,-0.2906455336994871
P3,0.0027569266298037628,0.002795919592210724,0.0009484766228552396,0.004591600307337045
P4,-0.00423184285284163,-0.0042470763707761735,-0.005571983464457861,-0.0030558467101458463
P5,0.0014260227313783935,0.001446691143548033,0.00026785829273206536,0.0026470491872589456
P6,0.02628293495524364,0.026310618031081225,0.024426891706097766,0.02830520470847083
P7,-0.24873639751100082,-0.24890112256808644,-0.26589513446711643,-0.23288221751381913
P8,-0.23472515193269616,-0.2347984423161799,-0.2503494108909936,-0.21961568114267246
P9,0.0173832265755969,0.016991267079579236,-0.0009007006270892569,0.0326633995604452
P10,-0.015262523212347652,-0.014988786008451542,-0.026633869942874103,-0.0018350422444088229
