param,w1,w1_mean,ci_low,ci_high
P1,-0.6290187575683028,-0.6303620702407918,-0.6826969625245807,-0.5833816679007658
P2,0.7477825859731612,0.7455330850608811,0.6950044712934424,0.7857623229422789
P3,0.01587024186166024,0.01583527046210809,0.012424788588233749,0.019634113760283203
P4,-0.004097891682864396,-0.004073125351213265,-0.005929814036947279,-0.002123337811611053
P5,0.007108373127718741,0.00706035315829962,0.005388523851491757,0.008736163109757385
P6,0.017858602762078405,0.01791688573674039,0.015884268040845383,0.01991158551900345
P7,-0.09378982521318793,-0.09433184651575106,-0.10829292939146017,-0.08194372770151194
P8,-0.09975586531972615,-0.10026838656396635,-0.11346540600796108,-0.0883320155777016
P9,0.1261623702333864,0.12640542092739104,0.10909418064374449,0.14206727303902472
P10,-0.09926622359230636,-0.09942041412014878,-0.11088570175590623,-0.08631669383420806
