Epoch,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Loss
19,0.834897,0.7283575,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6727918138106664
20,0.8406025,0.72628886,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6713929822047552
21,0.8456803,0.7233672,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6701963494221369
22,0.85018265,0.71976125,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6691599239905676
23,0.85415906,0.71563053,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6682492891947428
24,0.857706,0.7108369,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6672991067171097
25,0.8608711,0.70558095,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6664090802272161
26,0.8637064,0.6999972,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6655656298001608
27,0.866258,0.6941719,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6647600481907526
28,0.8684927,0.6884828,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6640238563219706
29,0.8704294,0.68305755,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6635355452696482
30,0.87213296,0.6778494,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6630900452534357
31,0.8736518,0.6725919,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.662611797451973
32,0.875259,0.6664585,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6619365066289902
33,0.87706876,0.65964526,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.660829484462738
34,0.8790516,0.6521858,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6595777819554011
35,0.88115245,0.64406073,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6582013964653015
36,0.8833005,0.6354141,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6566796004772186
37,0.8854373,0.62630284,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6551424910624822
38,0.88746476,0.61727613,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6538130715489388
39,0.8893838,0.6084172,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6526248827576637
40,0.8911978,0.59978706,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6515357792377472
41,0.89286494,0.5916496,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6507931823531786
42,0.89432245,0.5843424,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6502451126774152
43,0.89566535,0.5774287,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6496404781937599
44,0.89692247,0.5708511,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6492120971282324
45,0.8980219,0.56497633,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6488739798466364
46,0.89899,0.55964416,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6485820313294729
47,0.89984876,0.55473125,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6483233248194059
48,0.90061617,0.5501522,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6480921084682146
49,0.90130734,0.54584277,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6478842943906784
50,0.9019349,0.54175484,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6476947888731956
51,0.9025096,0.5378522,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6475202043851217
52,0.9030405,0.5341079,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.647360143562158
53,0.903535,0.5305015,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6472108537952105
54,0.90399957,0.5270178,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6470714633663496
55,0.9044392,0.5236453,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6469415177901586
56,0.9048583,0.5203753,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6468201751510302
57,0.90525484,0.51721203,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6467060819268227
58,0.9056241,0.5141629,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6466052681207657
59,0.9059727,0.5112151,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6465106680989265
60,0.9063059,0.50835896,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6464219316840172
61,0.9066277,0.50558716,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6463385969400406
62,0.90694106,0.5028939,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6462598169843355
63,0.9072482,0.50027484,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.646186018983523
64,0.9075506,0.4977264,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6461155563592911
65,0.9078491,0.49524567,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6460496311386427
66,0.90814435,0.49283016,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6459873070319494
67,0.9084366,0.4904778,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6459286486109098
68,0.9087258,0.48818684,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6458735888202985
69,0.90901184,0.48595563,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6458211615681648
70,0.90929437,0.48378265,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6457716648777326
71,0.90957314,0.48166654,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6457250043749809
72,0.90984774,0.47960606,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6456815054019293
73,0.9100974,0.4776497,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6456408326824506
74,0.91031945,0.47580454,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6456114575266838
75,0.9105212,0.4740544,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6455853606263796
76,0.91070867,0.47238684,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6455608854691187
77,0.9108862,0.47079232,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6455382431546847
78,0.9110571,0.46926337,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6455173914631208
79,0.91122377,0.46779418,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6454978709419569
80,0.91138774,0.46638003,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6454798032840093
81,0.91155005,0.46501702,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.645463061829408
82,0.9117113,0.46370196,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6454478378097216
83,0.9118717,0.46243215,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6454325318336487
84,0.91203123,0.46120518,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6454193840424219
85,0.9121897,0.46001905,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6454068298141161
86,0.9123468,0.4588719,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6453945611913999
87,0.91250217,0.45776206,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6453840161363283
88,0.91265553,0.45668808,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.645373689631621
89,0.91280645,0.4556486,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6453639815251032
90,0.91295457,0.45464242,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6453550234436989
91,0.91309965,0.45366836,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6453471854329109
92,0.9132414,0.45272538,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6453398441274961
93,0.9133796,0.45181248,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.645332453151544
94,0.9135141,0.45092872,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6453259214758873
95,0.91364473,0.4500733,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6453194866577784
96,0.9137715,0.4492454,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6453143606583277
97,0.9138944,0.44844422,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6453089738885561
98,0.91401345,0.44766906,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6453041285276413
99,0.9141286,0.4469192,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6452997401356697
100,0.91423994,0.44619396,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6452961787581444
101,0.9143475,0.44549274,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6452921728293101
102,0.9144515,0.4448149,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6452883978684744
103,0.91455185,0.44415924,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6452855120102564
104,0.9146181,0.4437185,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6452827925483385
105,0.9146064,0.4437722,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6452919294436773
106,0.9145688,0.4439935,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6452977235118548
107,0.9145654,0.44400066,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.645295225083828
108,0.91458696,0.44385013,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6452923938632011
109,0.9145958,0.4437837,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6452908789118131
110,0.9145736,0.4439209,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6452974999944369
111,0.9145817,0.44386423,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6452954635024071
112,0.914612,0.44366536,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6452926198641459
113,0.914627,0.4435657,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6452944626410803
114,0.9145778,0.44388703,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6452985083063444
115,0.9145133,0.44431177,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6453051144878069
116,0.91449136,0.44445848,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6453031798203787
117,0.91450065,0.4444003,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.645300105214119
118,0.9145327,0.44419137,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6452973509828249
119,0.91458124,0.44387248,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6452944750587145
120,0.91461,0.4436848,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.645293615758419
121,0.91460204,0.4437437,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6452997997403145
122,0.9145894,0.4438346,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6452979445457458
123,0.9145514,0.44409806,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6453048860033354
124,0.91454864,0.4441222,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6453021839261055
