param,sensitivity,boot_mean,ci_low,ci_high
P1,0.29672791863757225,0.2968742196093941,0.2866976067975195,0.30787458936706225
P2,0.5223138829443781,0.5221996051289567,0.5073148260952798,0.5357518833671564
P3,0.07678632567043285,0.07669264847638041,0.06853610101260756,0.08561651426885321
P4,0.0001660551975141887,0.00016634793619379492,0.0001453668893222938,0.00018939980642471442
P5,0.00011023955050393096,0.0001103477839727358,9.532550911841253e-05,0.00012714813340937783
P6,0.0002359206109519021,0.00023703118085449153,0.0002023150643376536,0.00027716949915046994
P7,0.0022681077392522463,0.0022676133072745803,0.0018971955312607073,0.002686822078190867
P8,0.0020666598196424388,0.002064284085255464,0.0016865991509597965,0.002541718889956328
P9,0.06728483272345556,0.06731952939088098,0.0602938135442183,0.0757353558623098
P10,0.03204005710629671,0.03206837310083681,0.028598775274283113,0.03596577059317075
