param,sensitivity,boot_mean,ci_low,ci_high
P1,0.3425868606957578,0.3424145013645422,0.3180048971291376,0.3679441787386859
P2,0.3613735614036981,0.3615511392408532,0.32999985275396027,0.39096547681013727
P3,0.01529906789881457,0.015249359142635237,0.01308697898498076,0.017520897014309103
P4,0.00034544223078300117,0.0003426319526749322,0.00027098478994614885,0.0004310557899004853
P5,0.00028212520335046254,0.0002817185701730754,0.00025250644746085396,0.0003105808835206655
P6,0.0011925471201284915,0.001193213415527656,0.0010302040201701436,0.0013683174178878454
P7,0.09344153633324738,0.09355714302346997,0.08287496205998354,0.10510832752490701
P8,0.08027539587956417,0.08035561225588445,0.07104365836823749,0.08997116982410072
P9,0.07036944045759741,0.07027974727510079,0.06343127175163922,0.0777302886039586
P10,0.03483402277705815,0.03477493375913802,0.031183589290621944,0.038462687533375985
