param,sensitivity,boot_mean,ci_low,ci_high
P1,0.2501021841257817,0.2502812110219966,0.23611883640392098,0.2643270105215425
P2,0.4732891845386243,0.4731947267737731,0.45532740267749167,0.49106262722262495
P3,0.06264220809517143,0.06253239857822178,0.05356602038639751,0.07253917374772716
P4,0.00041691376551666924,0.0004157781048561323,0.0003232330621513898,0.0005415705920991208
P5,0.0003012900378591036,0.000299998584906418,0.00024004863313247278,0.0003760607578651927
P6,0.0011191991539009297,0.0011207010506269787,0.0009751422529243745,0.0012832484083001078
P7,0.06610108335621545,0.06621168957997493,0.05986012317871798,0.07404449867602791
P8,0.0635719628910351,0.0636953124386182,0.05752598047863247,0.07074623307917974
P9,0.05574060176686114,0.055608900408986445,0.04813442726074796,0.06376385568681694
P10,0.026715372269034355,0.02663928345803988,0.023122799584668327,0.030380537039458987
