param,sensitivity,boot_mean,ci_low,ci_high
P1,0.3359299063992807,0.3359761966429359,0.308898520133048,0.3638811012881119
P2,0.46876125423598525,0.4686469702491252,0.43436993948635527,0.500711067222598
P3,0.02402466974311336,0.023950201969149352,0.0206264009174375,0.027637921469986945
P4,0.00037015325372243295,0.0003673788433148491,0.00028698851527752297,0.00046633243808625403
P5,0.00026800423299970754,0.0002674431854097344,0.00023259384570758937,0.000303885561771136
P6,0.0007866710604020184,0.0007877583646106453,0.0006635726736610502,0.0009238175450908399
P7,0.04795345213018839,0.04806704691671257,0.040542261230752955,0.056183074203345104
P8,0.040605046199697827,0.04068395149075365,0.03444909386292106,0.04739169122901854
P9,0.054650748092910914,0.0546265787077501,0.04905417540471403,0.06033015178053972
P10,0.026650094651699617,0.026626473630238352,0.023804359055270976,0.029462559703810273
