param,w1,w1_mean,ci_low,ci_high
P1,-0.34523318513509077,-0.34586041261396683,-0.39347184274552166,-0.30031740353578373
P2,0.9243422849434575,0.9234762261191151,0.9022232938587315,0.9404053953914528
P3,0.12841929328440535,0.12829031666296697,0.11197643856248315,0.14546108161660673
P4,0.002882555942244201,0.002822121908331248,0.0009645961273814719,0.004808401507353669
P5,-0.0006556692964677759,-0.0006377837514232428,-0.002332350501897572,0.0010556088371827042
P6,0.009016535139438786,0.009036636893964984,0.00671272935807736,0.011631643633290193
P7,-0.05249260815495466,-0.052677290632197324,-0.06463946428997007,-0.040749599828621044
P8,-0.05846317722819177,-0.0585903324570566,-0.0706091379408468,-0.04618500544094938
P9,0.04977786597836355,0.050532295986936586,0.025068789541218932,0.07482641281776001
P10,-0.03424300481165432,-0.03478047421660633,-0.05115176175711024,-0.017253661053500093
