param,sensitivity,boot_mean,ci_low,ci_high
P1,0.3355220915898479,0.33536456994097874,0.3146678248690431,0.3548790885634605
P2,0.26273440684699767,0.2631717337000412,0.24016111269229634,0.2859012144811828
P3,0.00936539326618708,0.009349973020805381,0.008230209759799727,0.010481663735712052
P4,0.00023912454517849264,0.0002377821563921732,0.0001976102268139562,0.00028489579137946577
P5,0.0001996877913768691,0.0001995898612897082,0.00018136713666655165,0.00021987448923626936
P6,0.0013747516904434125,0.0013754474759642408,0.0012153492908556667,0.0015413615451947097
P7,0.08956997398635944,0.08973315306565091,0.08070233647065159,0.09933866531084336
P8,0.07872453136053235,0.07885192746442411,0.07115015236783744,0.08727350852661649
P9,0.147668034889965,0.1473110263931413,0.13358677869172103,0.1599605070435409
P10,0.0746020040331121,0.07440479692131166,0.06746913809250839,0.0809553902844633
