eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,1.884706904763033,1.8875693917205993,1.7260690839041515,2.049105925414615
2,0.3297275892618923,0.3306298833747079,0.29278871318182775,0.36797193172284093
3,0.16022806984994323,0.1600258398864486,0.14412210346496881,0.17692750777855187
4,0.09833796826279746,0.0980325329678735,0.08904021779972147,0.10762891886623563
5,0.07932022739034843,0.07793786196732547,0.06690759022741659,0.0891932151822328
6,0.0013186678004469422,0.0013686635081618277,0.0011045105676302997,0.001772849383168836
7,0.0010412201038714657,0.0010460413948792072,0.0008761935774442138,0.001221032046176251
8,0.0009359063931387186,0.0008615980178604336,0.0006472094373067145,0.0010641486593027233
9,0.0003617408129968243,0.0003534136554610352,0.0002840054782199228,0.00042009574462854914
10,0.00023067681583743946,0.00021936291821705455,0.0001832174841679061,0.00025941179842927135
