param,sensitivity,boot_mean,ci_low,ci_high
P1,0.3935944521679748,0.39364374193001056,0.3690779823942462,0.4161642816132043
P2,0.12487703291201474,0.12460166704844,0.11086606390577149,0.14060359520350962
P3,0.029296141614971512,0.029270856776061057,0.025167850856845017,0.03353638065147161
P4,0.00042200335213462924,0.000422742833375485,0.0003272669190160069,0.0005498929945337978
P5,0.0005105195875341577,0.0005090742130236451,0.00041782541733426706,0.0006241621434444265
P6,0.0018769856624487402,0.001882365848585641,0.001699306703018255,0.0020715792805188695
P7,0.19374308174718538,0.1938721071733927,0.17927435981979611,0.20811272378823653
P8,0.17509954082810558,0.17526250725388512,0.16261916734782836,0.18783578600492687
P9,0.05646645443759028,0.05643774455591846,0.050474501054929205,0.06283117094341421
P10,0.024113787690039575,0.02409719236730815,0.0216143131463991,0.026811453458979416
