eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,5.482374568486007,5.519289385840827,5.159123379351102,5.902361177668282
2,4.225832936354815,4.207522177388965,3.883767162252162,4.5669209385745475
3,0.5708259663800881,0.5733229179219346,0.5167682571668741,0.6335279912603584
4,0.4658902165298934,0.4606677195894763,0.40039030359339034,0.522370129002772
5,0.1407517959519014,0.1396393029802017,0.11985552839369444,0.15841381720715625
6,0.004720036901156777,0.004825245419618487,0.0040857276940794145,0.005662844619051164
7,0.0037883026184382666,0.003753061590303354,0.002941636987579166,0.00470221409618007
8,0.0031198419695137834,0.0029549694065254596,0.0023579497323538974,0.0036647341666945317
9,0.0012584733188721368,0.0012322428297691713,0.0010241444301225815,0.001451078603352742
10,0.0008955818606689575,0.0008716499065091197,0.000767759134608425,0.000980346189545603
