eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,4.9308643471668825,4.925795081611444,4.548287269337777,5.281290328273314
2,0.6082014548230292,0.6098322741762189,0.550229946023411,0.6687016911759321
3,0.3255924409697751,0.32482573395143644,0.29526601536943387,0.35375695927436074
4,0.21795949032291664,0.21537932270832819,0.19126892954052485,0.2382875420894736
5,0.03858033668798665,0.038308982814845634,0.031368124416535206,0.045940156363020956
6,0.0021954461600986164,0.0022402050855713303,0.0018244782971125121,0.002873733953634986
7,0.0018543460683748119,0.0017986750131635837,0.0015551407169939768,0.0020764745539257295
8,0.000684006609317265,0.0006809351698710255,0.0005680283150729011,0.0008109664881656312
9,0.0005447106401676053,0.0005313860786953116,0.00046006592160836624,0.0006130913051468609
10,0.000440529018533053,0.0004182257929976916,0.00033913337365331785,0.00048239912197788423
