eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,0.9966710029873036,0.9963244119441382,0.9292576409646655,1.060727020453018
2,0.4399801572339675,0.43932919296315803,0.393682047689719,0.48586319551410606
3,0.09743512542279635,0.09732862896030624,0.08596048407264398,0.1098349008603047
4,0.06120160490924183,0.060908949377005576,0.05563181487153737,0.06618757942381244
5,0.022920024974071782,0.022673186579555787,0.020241302302682597,0.0251241219830543
6,0.0007772734363204396,0.0008246320781956248,0.0006867647067120353,0.0010742693544565053
7,0.0006853417713799911,0.0006459267731354863,0.00045258509276451827,0.0008009748162849519
8,0.00039871693635797046,0.00038645985517179695,0.0003045161382426516,0.0004753827201319325
9,0.00020909207828166703,0.00020085741173901122,0.00016258988646217592,0.0002419754321908968
10,0.0001553424393347411,0.00015143072691462886,0.00013320315648617477,0.00017171605363586794
