param,w1,w1_mean,ci_low,ci_high
P1,-0.32855510194974435,-0.33002884796977766,-0.3830174471047633,-0.28168411288503814
P2,-0.8585595536399316,-0.8564839758648979,-0.8900878991590779,-0.8196494078019789
P3,0.019402638762825945,0.01937911383985362,0.006624085953355792,0.03054079313447704
P4,0.00336877492789658,0.0033693266215466273,0.002034207379824144,0.004876905055535499
P5,0.007203447613741624,0.007192100410966794,0.00542146375384913,0.008919817345083068
P6,0.020145036454821755,0.02019496545592131,0.01732268668416684,0.02329117870601089
P7,-0.25668823928849566,-0.2569522627503287,-0.27588756421377614,-0.23862278387892552
P8,-0.24207102978841072,-0.24238289046946393,-0.26032646208624427,-0.22496546526641267
P9,0.13990705676803453,0.14037016176733144,0.0900898973104798,0.188449426504795
P10,-0.10010142089044252,-0.10035298382179512,-0.13394474590299735,-0.06471570882734973
