param,w1,w1_mean,ci_low,ci_high
P1,-0.6389251594027849,-0.6380989092481559,-0.664639987552919,-0.6106434275498306
P2,-0.512271658319194,-0.5128647932185059,-0.5473628170684088,-0.47832190792293094
P3,-0.06375785559445114,-0.06352391836362112,-0.07103827697916013,-0.055950923938737095
P4,-0.008518544901697449,-0.008458947339898099,-0.010061476847176573,-0.006909692889812412
P5,0.008639926875044732,0.008647497454291712,0.0072728986209993005,0.009943011054129227
P6,0.0321983634754457,0.03221369643561884,0.029191348132148215,0.03537852669260019
P7,-0.3385762214146817,-0.3387145887988788,-0.36102967082554377,-0.3181443918705389
P8,-0.3186650337081744,-0.3187730385008097,-0.33872921559572977,-0.300003410222651
P9,0.2676830007451985,0.26687648078551496,0.24128456022898515,0.29135797840605543
P10,-0.1904413971731243,-0.1898232054519135,-0.20735447825726266,-0.17181156846499038
