eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,2.9261208028204697,2.9302493120947952,2.657977422379527,3.204297887443631
2,0.7571405282307992,0.7587129509945442,0.6796680594504133,0.8418542953434126
3,0.2035054793018702,0.20317681270627883,0.17821621526282735,0.2292852363634727
4,0.10917660133338446,0.11198219070332426,0.10045532906741877,0.12458566732873852
5,0.10497536542596034,0.1005248780557921,0.08956642278137374,0.11053578738068016
6,0.001894878870913489,0.0020084273248379245,0.0016852868666670522,0.0024851323503936335
7,0.0017423648777605103,0.0016766606989376087,0.0013330705665463636,0.0019503484088275336
8,0.001406523835711297,0.001325736361926405,0.0010475272934046495,0.001634009112544819
9,0.000518383169158077,0.0005083612989995312,0.00041788327286214203,0.0006032103286839478
10,0.0003351722420058672,0.0003206711832066926,0.0002710451456853148,0.00037317175315979684
