param,sensitivity,boot_mean,ci_low,ci_high
P1,0.29997374721827613,0.3002598029284074,0.2757472070088426,0.32613325877645016
P2,0.560150749053321,0.559841516073991,0.5295145798010158,0.5881469424021384
P3,0.0360338928710366,0.03594274028112374,0.030811750025724314,0.041896243281054464
P4,0.00038042217195054755,0.00037826052656523933,0.0002926089800804923,0.00048555970716651934
P5,0.0002446477349235767,0.00024396301632513827,0.00020574468231752542,0.0002906085768358488
P6,0.000572214630594598,0.0005732539669717146,0.000491112116612931,0.0006693505694451724
P7,0.016406116708276845,0.01648262656885699,0.013983950350145815,0.01916875514961286
P8,0.014963019342721429,0.015018882937375608,0.01287923454197748,0.017231740383691012
P9,0.047899572548240024,0.04789574036263243,0.04270563496217133,0.053341723089002945
P10,0.02337561772065995,0.023363213337751144,0.020880466027587353,0.026067192441159986
