Epoch,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Loss
0,0.5294427,0.50411004,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.30618831018606824
1,0.5587238,0.5230684,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.29060400029023487
2,0.58793867,0.5417513,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2764655500650406
3,0.6167431,0.5596365,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.26382505397001904
4,0.6449534,0.5768214,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25260257720947266
5,0.67238826,0.5932234,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.24270551403363547
6,0.69891703,0.6087751,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.23409277449051538
7,0.72440493,0.6233924,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.22667128841082254
8,0.748726,0.637072,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2203466221690178
9,0.7718284,0.6495727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.21502881745497385
10,0.7936035,0.66076905,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.21061866357922554
11,0.81395483,0.67064023,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.20704109718402228
12,0.8327936,0.67917085,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2042045866449674
13,0.8500457,0.68636036,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.20201697324713072
14,0.86566937,0.6922251,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.20037313302357992
15,0.8796086,0.6967977,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19918269167343775
16,0.891823,0.7001372,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19838876525561014
17,0.9024083,0.70233685,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1978498250246048
18,0.911473,0.70349884,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19749598080913225
19,0.9189109,0.7036213,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19728531067570051
20,0.9248398,0.7027519,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19721916566292444
21,0.9295091,0.70109123,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1971807802716891
22,0.9331471,0.69874746,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19715447972218195
