Epoch,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Loss
23,0.9359414,0.69585687,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.197127066552639
24,0.93804723,0.6925656,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19709929451346397
25,0.9395975,0.68899703,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19706957787275314
26,0.9407055,0.6852546,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19703814884026846
27,0.9414671,0.6814244,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1970057152211666
28,0.94196296,0.6775774,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1969734492401282
29,0.9422601,0.6737713,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19694209222992262
30,0.9424136,0.6700524,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1969125233590603
31,0.9424685,0.66645694,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19688510025540987
32,0.9424606,0.6630126,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19686001415054002
33,0.9424181,0.65973955,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1968377580245336
34,0.94236255,0.6566516,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1968181828657786
35,0.9423099,0.6537573,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19680111358563104
36,0.94227153,0.65106034,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19678648933768272
37,0.9422548,0.64856106,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1967738394935926
38,0.942264,0.6462564,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.196763193855683
39,0.94230115,0.64414114,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19675421342253685
40,0.942366,0.64220804,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1967466895778974
41,0.9424572,0.64044833,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19674048076073328
42,0.94257206,0.6388525,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1967350629468759
43,0.94270754,0.6374103,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19673077513774237
44,0.94285995,0.636111,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.196726992726326
45,0.94302547,0.63494396,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1967241329451402
46,0.94320047,0.63389856,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19672166059414545
47,0.9433813,0.6329644,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19671972965200743
48,0.9437178,0.63228494,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1967190814514955
49,0.94426954,0.63191503,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670730705062547
50,0.9447003,0.6315115,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1967092677950859
51,0.9450294,0.63108754,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19671094417572021
52,0.94527423,0.6306545,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19671268140276274
53,0.9454671,0.6301544,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19671369219819704
54,0.94564563,0.62949663,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19671359658241272
55,0.94581044,0.6287333,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.196713046481212
56,0.9459628,0.62790537,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19671223312616348
57,0.94610435,0.62704504,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1967110981543859
58,0.9462369,0.6261771,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19671003644665083
59,0.94636214,0.62532043,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1967089002331098
60,0.94648135,0.62448895,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670789440472922
61,0.94659567,0.6236927,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670678675174713
62,0.9468873,0.6230932,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670664022366205
63,0.94742966,0.62275845,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19669384881854057
64,0.9478269,0.6223533,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19669704139232635
65,0.94810444,0.6219003,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19669946283102036
66,0.9482857,0.62141883,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670147324601808
67,0.9483917,0.620925,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670294225215912
68,0.94844055,0.6204322,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1967040275533994
69,0.94844794,0.619951,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670467202862105
70,0.9484268,0.61948967,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670477509498596
71,0.9483877,0.61905426,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670500606298447
72,0.948339,0.618649,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670496260126433
73,0.94828707,0.6182763,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1967046782374382
74,0.9484338,0.6181089,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670596594611803
75,0.9488606,0.61821675,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19669199362397194
76,0.949138,0.61822367,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19669598589340845
77,0.9492947,0.6181523,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19669914493958154
78,0.94935685,0.6180229,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670162722468376
79,0.9493476,0.6178532,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670350849628448
80,0.94928724,0.61765826,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670489678780237
81,0.9491927,0.6174505,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670557975769043
82,0.9490779,0.61724,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1967062627275785
83,0.94895387,0.6170346,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670616587003073
84,0.9488293,0.61684006,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670627390344939
85,0.9489176,0.6168437,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670703262090683
86,0.94930476,0.61712176,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19669285168250403
87,0.94953877,0.6172736,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19669739777843157
88,0.94965,0.61732525,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670060525337854
89,0.94966614,0.6173003,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1967030850549539
90,0.94961196,0.6172192,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670499364535013
91,0.94950897,0.6171,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.196706373244524
92,0.94937503,0.61695755,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670705124735832
93,0.9492248,0.6168038,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1967074895898501
94,0.94906986,0.6166484,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19670755540331206
95,0.94891876,0.61649823,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.196707463512818
