param,sensitivity,boot_mean,ci_low,ci_high
P1,0.4526154321958968,0.45351878145290864,0.42125236617605244,0.48631608106488683
P2,0.48168587276761526,0.48078592148420574,0.44610130486723454,0.5154879077958157
P3,0.0002202890475495565,0.00021819186853310726,0.00018018660091034922,0.00026809844855088343
P4,0.0002729439328045422,0.0002712247976758998,0.00022959366516448154,0.00031649425033767486
P5,0.00015298875089543527,0.00015277552107956265,0.00011526675150583769,0.00020577228212631692
P6,0.0005271718293885133,0.0005270124129217898,0.000461330876175506,0.0005979848515067598
P7,0.01696388688758204,0.017001444839290437,0.014868890466496532,0.019193200128169774
P8,0.013322700423204315,0.013342505562514113,0.011747819936660612,0.015004503023760784
P9,0.017469785996160662,0.017446213832797115,0.01574033316847408,0.019186223119456506
P10,0.016768928168902505,0.0167359282280744,0.015062760499414992,0.018347093565578104
