param,sensitivity,boot_mean,ci_low,ci_high
P1,0.341598620065088,0.3418340611299849,0.33011986318875447,0.3540974932590648
P2,0.5482074440832082,0.5477034073502791,0.5338536973843485,0.5606299063793371
P3,0.0003532130633035517,0.00035096893365401527,0.0002919695545342066,0.00041939915768596817
P4,0.00037888551753763837,0.00037776394913805296,0.000323704362137415,0.00043602286319015796
P5,0.00026701731770050716,0.00026802080529334205,0.00020872637337484613,0.0003636972498394056
P6,0.001760317477588337,0.0017652415806590372,0.0016002189131332871,0.0019517996625367465
P7,0.037509620232638506,0.0376471337636102,0.03433150081576161,0.0414945460471711
P8,0.032858976776930206,0.032968588808811164,0.03006907259322896,0.03612212429729699
P9,0.019675581357343024,0.019695386393235842,0.018054702318503913,0.02139756316834803
P10,0.017390324108661925,0.01738942728533446,0.016015988362099096,0.01883261672487387
