param,w1,w1_mean,ci_low,ci_high
P1,0.485361337207705,0.48531661241274343,0.4757097328669188,0.4951458154695936
P2,-0.8712070909715842,-0.8711699966499229,-0.8760222025902511,-0.8659414372022342
P3,-0.030244610701871004,-0.030268008453117022,-0.03216165735215044,-0.028351772246286384
P4,-0.00301813491291095,-0.0029855392003411917,-0.004099133041948633,-0.001923527283163596
P5,0.001323832397344621,0.0013329496122122411,0.0006390424016900238,0.002018177623357027
P6,0.0004926502460478128,0.0005025906775660383,-0.0003487303065570716,0.0013427014395059485
P7,-0.03169397015661333,-0.03170186208716112,-0.03527138129494451,-0.02841798789336
P8,-0.028925670627908212,-0.02891774484705575,-0.03214870846030735,-0.025821288543075874
P9,0.03512225919239028,0.035139283736506474,0.023699958431620927,0.04721133067609825
P10,-0.03770889652452197,-0.037689200657409556,-0.04878939420448187,-0.026966445957388736
