eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,0.8314267504928986,0.831207232265958,0.7839453127528427,0.8808309645953745
2,0.048071315824565974,0.048110825944899495,0.04480464595501746,0.05141052371649714
3,0.01935348340211876,0.01947196294797209,0.017584817571917107,0.021557353729788578
4,0.016029258947395725,0.015781882031539688,0.013265014646085973,0.01788014285508975
5,0.00038464325404445534,0.0003906612597028725,0.00027757037924582044,0.0005314728231934273
6,0.00020467472095318939,0.00020870028058022356,0.00017627157818101577,0.00025798340256486267
7,0.00016340860196460585,0.0001503827367425797,9.851894459905067e-05,0.0002091678388045435
8,0.00010239848652530253,9.824370634141964e-05,8.097196921222368e-05,0.00011891831033531463
9,5.339281416192439e-05,5.2354931493759175e-05,3.760064864009498e-05,7.073121056697156e-05
10,3.914724159134265e-05,3.522964905785818e-05,2.6126682919270017e-05,4.3112530486417126e-05
