param,sensitivity,boot_mean,ci_low,ci_high
P1,0.5421085344252319,0.5423431088574513,0.5178329406387353,0.5658722827942806
P2,0.19527431509788432,0.19500981319320662,0.1751165582364501,0.2156837123271496
P3,0.0002609580791410474,0.00026007814463839627,0.00022796146907525826,0.00029486945403627967
P4,0.00024786904060748825,0.00024694812944416045,0.0002157798989965778,0.0002838475505923746
P5,0.0003122463360670468,0.000313249702208452,0.00026508898221436835,0.0003887206744412854
P6,0.0025955103884488695,0.0025996003209520935,0.0023877122167659057,0.002812541384821986
P7,0.10576450419118227,0.10584075397202525,0.09922155616117327,0.11285176907974735
P8,0.08442348336237276,0.08449472787376122,0.07912879138228845,0.08987556518459645
P9,0.035881492952770655,0.03580907731539056,0.032465900709097245,0.039195691046655025
P10,0.03313108612629331,0.03308264249092176,0.029971159266434323,0.03610944055779895
