param,sensitivity,boot_mean,ci_low,ci_high
P1,0.2379997015860228,0.23801518391000143,0.2299962114560421,0.24673149725594345
P2,0.6897879682779889,0.6896372840701105,0.68059136466688,0.6990707607401789
P3,0.00180208917819424,0.0018027479637810545,0.001633613803994373,0.001980995399506817
P4,0.0002180127037352771,0.00021786847249926565,0.00019247910488396372,0.0002466483073369814
P5,0.00011521444380227036,0.0001153784690791949,0.00010164021138282815,0.00013189333683921394
P6,0.00011156942333631762,0.00011149752751640636,9.707269809802152e-05,0.00012807052054256032
P7,0.00321549289010094,0.003219118773152952,0.002814454664622161,0.0036692844276503362
P8,0.0024227843118500847,0.00242310849169518,0.002128635941702991,0.002764919637799768
P9,0.03433871691397242,0.03441547722953325,0.030515182526934033,0.03840387547747475
P10,0.029988450270996933,0.030042335092631364,0.026780275251088,0.033299135206628167
