param,sensitivity,boot_mean,ci_low,ci_high
P1,0.13284255705991602,0.13311545405631015,0.1246066793805609,0.14204995657018402
P2,0.7584652466413893,0.7580309187515872,0.7432389057481715,0.7715321193564432
P3,0.0014093891570063678,0.0014086604454635677,0.0012813970133484574,0.0015503469557418905
P4,0.0002623085360060428,0.0002618888480853691,0.00023164171385092866,0.0002931457922678807
P5,0.00014090669597132587,0.00014131311560993174,0.00012168165368469822,0.00016598193823794244
P6,0.0003601870476398537,0.00036074055852854407,0.0003132044859760749,0.0004124501955845831
P7,0.017403760408852734,0.01742816914102368,0.015621006520873832,0.019365732715863213
P8,0.01336359136915178,0.013377295253878976,0.011981574061953873,0.01483393247343734
P9,0.039855150146056006,0.03992194255926732,0.03603793974225076,0.04405742855421677
P10,0.03589690293801067,0.03595361727024627,0.0324387176841489,0.039720822011662486
