eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,1.1599184011297294,1.1586817651699883,1.0443325516693776,1.285432391858064
2,0.14877203133811856,0.14888683515366422,0.13696980050280613,0.16153118945387968
3,0.028261543480758704,0.02837921131625114,0.025869898218834137,0.03146840665017062
4,0.0196389482290642,0.019370994896522577,0.016280615654071188,0.02237241665544465
5,0.0006958345945512428,0.000697616044345649,0.0005192888898856511,0.000896586328463723
6,0.0003777043897783598,0.0003795774290442979,0.00032811964267252157,0.0004377165791654583
7,0.00027118646709811494,0.00025527559480097395,0.0001785697775106841,0.00034736161342730133
8,0.00015386073049666294,0.00015129034727901606,0.00011768459401164492,0.00020127979622362147
9,9.077062220808242e-05,8.497608772632278e-05,5.490165086473608e-05,0.00011615781782292024
10,4.9360853150195925e-05,4.572466765711129e-05,3.4360168830285896e-05,5.754509703863713e-05
