param,w1,w1_mean,ci_low,ci_high
P1,0.3745657778444611,0.4000412670959278,-0.8349612639209908,0.9659786341451676
P2,-0.9040890626634126,-0.6178179116984416,-0.9831081806901397,0.33239427069066535
P3,0.005949794897224733,0.005411709433668975,-0.006488899050485431,0.009831774368105237
P4,0.008812257771530062,0.006617714911251858,4.224431558659055e-05,0.010831854027246332
P5,0.0017626175913925731,0.0005620452682654745,-0.00592650268635545,0.006058354003544176
P6,-0.00903326881934657,-0.009727299183735058,-0.024642793345582316,0.021071962137513715
P7,0.0072751949336412325,0.027281958650795784,-0.15763942422530305,0.16349926228346046
P8,0.02020309865243716,0.034164214201382034,-0.13693273815281576,0.14506368902899963
P9,-0.14583270994762254,-0.11529161756377794,-0.1587799926407224,0.03207445739010742
P10,0.1428194985999058,0.11310803448509596,-0.03342443735096753,0.15620695063528967
