eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,1.9302395521312126,1.9289325722922648,1.8023792392297608,2.0415678562665796
2,0.33324007940481526,0.33362424362035836,0.3013745121366385,0.3685563933140715
3,0.07409743963491316,0.07408239964388551,0.0692151807731777,0.07946185008939663
4,0.020041491832906204,0.019966402812290878,0.017820119257508628,0.022082754510305183
5,0.0006159754590942038,0.0006216549633521806,0.0005580791663466523,0.0007015722408746716
6,0.0005404995068010997,0.0005320837227305417,0.0004810757100576533,0.0005852089434024972
7,0.00031907708202929245,0.00031636810063902855,0.0002669664044415647,0.0003814101854829958
8,0.0001674758699204803,0.00016712856265483554,0.00014191677400665623,0.00020473553683295526
9,0.00014427688950352106,0.00014052605024368769,0.00012520920697822662,0.0001565182667867667
10,7.793967548545898e-05,7.546326112318057e-05,6.379614065565344e-05,8.935735571432214e-05
