Group_1,Group_2,Group_3,Group_4,Group_5,Group_6,Group_7,Group_8,Group_9,Group_10,Group_11,Group_12,Group_13,Group_14,Group_15,Group_16,Group_17,Group_18,Group_19,Group_20,Group_21,Group_22,Group_23,Group_24,Group_25
118739700288433.69,35637252354895.72,20135773242726.15,14106637891880.836,773231234917.0188,88245876890.65562,47343452099.5215,48924891844.43678,51535866513.24809,54540087875.61487,54205762361.97427,43227785843.225624,26862232057.702248,13469206238.184204,5387281857.473512,1710019328.5912578,439758998.94272846,95851724.87330152,17972217.457426373,2249713.1868819688,189913.03861958304,11129.037983694105,451.0698673011864,12.470379626927278,0.2298494397261424
119927323218852.31,35964392157860.21,20277954275540.723,14192224118067.67,1226067348755.1628,214441669120.07767,146817926611.0943,132875038769.49771,109885726575.12578,83067080167.6828,56242923675.679214,32433197869.057922,16163996546.154379,7258047521.928738,2962952269.5474906,1112933096.8661366,393963751.84913146,140819819.6645151,42218221.23242066,9037480.275022529,1332452.8926955508,131962.88285640645,8376.48060719011,326.6712549602391,7.588000010615286
119868055694687.6,35949366178149.63,20276389542159.66,14162812999014.986,1310527639086.3096,246993352104.3687,169791297313.13208,147763836932.69714,118248025527.21848,88350589859.37662,59932562541.572914,34551903845.67451,17052834536.67372,7493548729.578592,2966366449.261578,1070733735.8591187,359842585.1455653,115827836.95685074,34223533.507945426,7304977.810571817,1090570.3642283531,112117.93582187852,7645.845797474682,335.9470414207741,9.399360719499743
120153412864041.58,36026331730306.69,20301383257459.836,14211073047173.795,857189370771.6171,51143796994.74126,23437524296.775055,22375807200.91932,20552991352.54389,17185672190.658997,12763253685.317455,8461495945.212455,5585477970.206419,3842291148.948224,2607145046.499927,1912061605.1070924,1372914777.7258563,679661148.0851083,218468783.78911328,42186761.56717246,4583638.1415082235,268599.6871370553,8108.074594802062,122.26767388211464,0.9119036468051617
119789642247794.2,35924957553380.6,20260559148255.656,14186158713663.725,1174255228271.6008,192881754613.11792,130301312355.13179,119145836382.99086,100334300662.92834,78623774107.01662,55662165368.070595,33212666735.877335,16884699520.450834,7666365981.243024,3168486185.55995,1214569863.417421,442071560.65420353,164223205.78444278,49783585.75383287,10773446.26682869,1612327.6945234705,163565.33557354333,10818.064697622323,450.88804651537055,11.572659661251098
118378699415210.83,35544448118187.31,20096255640105.91,14065558458606.328,749740787066.3005,62834516770.40205,33138281634.76034,35738277714.16917,38043767639.51883,41930109757.96526,43998130885.08881,35746050532.201706,21840736632.284504,10944066879.995327,4878723351.206915,2074805594.7139208,923996058.250703,373762177.7200875,106245191.44001968,20706859.02893759,2747329.5477473494,250852.9351305723,15635.629794448138,649.7162276379443,17.455296790378764
120254812476872.14,36058837955581.125,20320072254739.02,14210332122786.28,573778240064.3375,49273031869.33706,19656693390.434776,23898206310.18043,31989722816.863964,35816987461.50904,33139755412.53487,25431989401.155926,16559237315.881975,9371404361.935343,4529125842.692563,1865159595.070417,620498101.69487,170338678.88993162,30506090.004705723,3637736.6279977667,299452.4511220663,17391.162321682394,696.4222382878339,18.545778512085196,0.31744569066870737
119943906408598.03,35966839013503.445,20280544605064.023,14180611909369.582,397307448239.0162,20411057999.13036,4128376983.8670316,4743942123.095646,8457314733.850421,13404978442.608128,17516803454.30566,17613716712.747818,14002240275.500597,9353972298.80719,5376145038.974401,3045641496.7249565,1119262584.6129837,269085725.0836853,39718201.13179709,3508192.274465801,195344.92799088024,7405.657631384232,199.90980158977467,3.877155939611569,0.05527979524646341
120150970318916.66,36028989609434.56,20305955338320.715,14203099020746.072,618109250052.1904,39012389636.67052,9594809609.204285,9801897978.367607,13830401910.780403,17238337365.38191,17534952629.972424,14121534425.074242,9399815327.120115,5567350629.743245,3184926860.541878,2136983430.2061152,1259749926.6043298,518069852.86018705,148894025.6100744,29085644.023937076,3743519.602875891,310119.65619566885,15820.240363963487,477.74427514946484,8.335324383579664
119970670334038.03,35980751697151.35,20285280377647.184,14190737102895.664,638020701486.6125,55675862450.362114,25385211480.576504,30774035968.040047,37955988671.089165,40404724771.93123,36559236438.72131,27237629098.6258,17043269615.739313,9297105418.195969,4430652044.102697,1838251929.127869,684319360.5621023,198767088.44264942,39119871.612385765,5097904.587815383,456835.11894431966,28978.32688120696,1282.7825991575073,38.632096209282096,0.773795229427726
118030753418407.56,35440450944770.734,20047071034662.816,14038418100169.59,557895490391.2546,35250893009.807755,14331575534.60279,17347813707.322723,21938218266.494106,28901938924.82956,36652098623.042465,35698139927.91287,25477410017.899315,14226666129.260836,6534347724.726825,2565845660.312884,923827833.3843102,283496808.2633525,58106742.08690333,8054236.656111807,777989.5605835404,54269.101865193676,2757.3913050442725,101.3350142397256,2.641256364136366
120260683012685.67,36058665663191.016,20317412642425.586,14217799825089.812,973653424021.4106,132177040796.91994,83027395935.68994,85641892657.42775,81147042434.78137,65631175634.875916,45604820282.29973,27290809659.749046,14392798983.274515,6911723749.795809,3042304964.593767,1244191118.9127855,491197656.981679,196397914.76662183,57141892.375165716,11798757.952493496,1700654.4961056884,167810.4734892015,10862.679011642427,444.98362603692146,11.346505546247107
119871506289168.8,35954345531789.14,20273638287327.46,14186439575551.523,794422080014.1128,90736589998.7627,50352762753.7491,55697467312.51273,59664540162.37589,56566163444.07724,46613873840.93916,31976786869.276855,18470177577.597466,9266910208.578714,4007343523.1029572,1489727667.9299438,485837504.34247386,149661185.61649197,33589373.13393356,5184956.6743292995,553874.6203053021,41099.05736890751,2054.7781353482824,66.67346178604751,1.35596296930371
117214662543822.6,35231710327522.32,19954224117943.562,13966555395614.516,539671096903.65393,32788813217.768364,12736756982.145874,15319780809.339428,19556838720.324295,26736491890.30954,35899327497.776184,36665748633.96588,26733075022.048714,15035874652.579494,6973024678.593349,2791911363.039528,1020191985.3457484,315527475.68275523,64390589.205737084,8720734.025681209,805510.0418402355,52588.64394483396,2443.9928496532507,79.5209485405207,1.7410126102172043
120124370586200.28,36016018125144.05,20299496410597.543,14204271979881.438,918875299399.2892,95100979976.94443,61253160860.82022,62737256714.91902,56707631518.73417,45022494465.03867,31340974859.97815,19078173624.735123,10949519658.057957,6212234852.953952,3342012336.8992953,1680008691.6962566,885005807.1274209,391591565.5549239,120710246.17644694,24621361.58264491,3137475.472674829,237458.57510877974,10008.062381157839,222.41821285464883,2.5216050294673087
120103780671917.39,36017312643078.3,20300364921817.02,14201722774940.275,777568786773.6157,63006129591.347176,27984167990.335136,31121121662.792583,34764433316.84917,33405246528.459503,26990817729.614723,17955978069.63887,10309956186.317554,5531220355.394571,2920854446.35328,1698816639.0093951,1041608454.5602846,467702854.41096985,147238403.07400426,31453835.33364978,4376401.728400474,383847.0226421643,20162.004228135596,605.5254017187727,10.0747331986749
120131263949241.39,36024066215553.836,20303910553689.492,14203917599287.334,687321737512.0558,63448134311.72333,31074379026.640087,37238125175.9403,43940991037.02565,43942339065.49731,37088978896.14405,26100769681.502113,15698356060.291363,8379656587.934692,3997258317.7848277,1715582813.285473,704425123.0084658,221696767.24924234,48167662.212441415,6844484.541191174,652756.0260478067,43281.28106671223,1982.310357992205,61.42654788451884,1.268946889717495
119858512272053.9,35947906275637.586,20268619787996.895,14194585738125.303,1179757382511.9753,187227674699.66675,125114313292.54128,114388174547.94403,95616846934.93922,72903390241.35818,49662737598.377205,28747379213.98936,14418533435.635332,6609538763.943604,2854715706.638071,1198457064.5176516,506723767.48536247,231153825.50980282,79220460.84907226,19303270.610546544,3222801.0825376175,357983.4201820094,25343.81764629384,1102.6662844407977,28.834556009771724
119588361233654.72,35872939847502.84,20238123378360.383,14169239756859.031,1024669033191.9958,142754976476.95804,92582176087.93752,89957251844.29697,81182254304.86577,68463116090.12986,51999270492.15572,32732754136.84767,17340240372.44003,8236104142.549021,3583970737.701251,1447532255.2146697,546733244.1234803,209931212.57252413,60876307.09637852,12357822.849479463,1717344.168027768,160915.50867828465,9810.855273512525,375.437291452879,8.729909466400896
119857657279016.56,35941787220167.3,20266519289985.89,14195602720941.451,1584629881567.115,348035650087.268,239302068695.37308,189633501943.1954,137897003879.08517,94502790352.06831,59316036797.35901,31976859263.81229,14940134709.130241,6320793510.633582,2474129599.2416306,921189694.0776119,338530096.48603606,129980938.01311457,46180442.27401131,12116216.529189715,2217868.3270416823,274534.4715619115,22032.567343022907,1113.218253545684,35.104646984169804
119346050754200.39,35804440383927.07,20208295825945.438,14146841752232.166,729876890628.3146,66271403614.27259,35084607555.927444,40015430616.36826,44160929939.32828,45837223214.18895,42680708007.9382,31757447353.386,19002493681.27741,9774629991.30025,4468222610.790356,1859169859.8493228,750689856.1174061,270711486.47213686,67608966.79962789,11566932.396871056,1351575.9085160086,107761.81029200822,5703.128358416065,192.89998510329627,4.007740773579955
119978406240534.75,35977482271170.85,20281307698452.1,14200512412070.51,1158990051540.8088,146596484922.93463,83608121708.058,73748047008.63605,62238812649.59633,48651866953.39037,33763677271.945423,19509103260.36376,9748647867.397123,4629512997.284166,2256160004.970201,1188359564.8125174,819446563.8290721,459781407.5587583,188299378.22859928,52756677.1093215,9535512.36831524,1072277.7104678666,71623.40997592235,2728.330232235002,57.85303444093058
