Soot_dia,Interp_psds
2.248781333333,183595918840.6
2.801218666667,139376498550.7087
3.463145333333,86976517264.98233
4.316847333333,54248275035.46744
5.382750333333,33384225128.21077
6.713855666667,15468705648.14472
8.376489666667,4567827972.78808
10.45364666667,876832258.3316377
13.04917,162574699.99999997
16.29302666667,33498601.90469432
20.28754,6478518.545454543
